"idpago","importe","iva","total","reserva_id","created_at","updated_at","created_by","updated_by","fecha","comentario","forma_pago","n_comprobante","n_factura","verificado","fecha_ingreso_pago","tipo_factura","lugar"
"35","100","21","121","9",NULL,"1553293444",NULL,"4","1551150000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"36","15700",NULL,NULL,"18","1551638147","1552802704","1","1","1551063600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"37","2000",NULL,NULL,"19","1551640162","1552802769","1","1","1551495600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"38","3750",NULL,NULL,"22","1551642483","1552804064","1","1","1551495600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"39","12000",NULL,"9000","12","1551643069","1555735250","1","1","1551322800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"40","5850",NULL,NULL,"23","1551643736","1552803880","1","1","1551495600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"41","3000",NULL,NULL,"25","1551666482","1552803704","1","1","1551322800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"42","4400",NULL,NULL,"25","1551667416","1552803704","1","1","1551409200",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"43","2000",NULL,NULL,"26","1551667916","1552803437","1","1","1551322800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"44","5940",NULL,NULL,"27","1551668612","1552803952","1","1","1551582000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"45","3300",NULL,NULL,"38","1551677822","1554408105","1","1","1551409200","TRANSFERENCIA",NULL,NULL,NULL,"0",NULL,NULL,NULL
"46","4950",NULL,NULL,"44","1552805795","1557441226","1","1","1552705200","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"47","6000",NULL,NULL,"50","1552863957","1553534931","1","1","1552791600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"48","3600",NULL,NULL,"52","1553212560","1554663890","1","1","1553137200",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"50","3400",NULL,NULL,"56","1553543484","1554663561","1","1","1553223600","TARJETA",NULL,NULL,NULL,"0",NULL,NULL,NULL
"51","6000",NULL,NULL,"56","1553543484","1554663561","1","1","1553310000","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"52","1400",NULL,NULL,"57","1553545165","1554663431","1","1","1553310000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"53","1700",NULL,NULL,"58","1553546094","1554663359","1","1","1553223600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"54","15300",NULL,NULL,"47","1554216848","1554216848","1","1","1553655600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"55","8500",NULL,NULL,"63","1554219393","1554663268","1","1","1553914800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"56","1780",NULL,NULL,"64","1554220167","1554663188","1","1","1553914800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"57","4200",NULL,NULL,"65","1554221137","1554663122","1","1","1553828400",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"58","1500",NULL,NULL,"66","1554222453","1554663023","1","1","1553655600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"59","3000",NULL,NULL,"38","1554227274","1554408105","1","1","1553828400","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"60","3850",NULL,NULL,"70","1554230487","1554662826","1","1","1553655600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"62","8600",NULL,NULL,"73","1554407399","1554408205","1","1","1554001200",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"64","8400",NULL,NULL,"72","1554555696","1554555696","1","1","1554001200",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"65","17500",NULL,NULL,"60","1554660010","1555729588","1","1","1554087600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"66","10000",NULL,NULL,"77","1554817336","1554817488","1","1","1554087600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"67","1400",NULL,NULL,"85","1554933311","1554933311","1","1","1547002800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"68","5300",NULL,NULL,"100","1555681168","1555681168","1","1","1553223600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"69","9000",NULL,NULL,"89","1555715156","1555715156","1","1","1555642800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"70","3509",NULL,NULL,"83","1555719315","1555731350","1","1","1554951600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"71","25000",NULL,NULL,"102","1555728844","1556481646","1","1","1555470000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"73","4356",NULL,NULL,"86","1555731684","1555731684","1","1","1554951600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"75","1500",NULL,NULL,"105","1555733412","1555733412","1","1","1554519600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"76","7040",NULL,NULL,"97","1555734187","1556481512","1","1","1555556400",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"77","7200",NULL,NULL,"98","1555734276","1556842765","1","1","1555383600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"78","2600",NULL,NULL,"98","1556842765","1556842765","1","1","1555815600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"79","7000",NULL,NULL,"113","1557280854","1557280854","1","1","1557111600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"80","4500",NULL,NULL,"114","1557282972","1557282972","1","1","1557198000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"81","6600",NULL,NULL,"115","1557283624","1557286783","1","1","1556852400",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"82","1700",NULL,NULL,"116","1557284296","1557284296","1","1","1556420400",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"84","2600",NULL,NULL,"118","1557285127","1557285127","1","1","1556679600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"85","2750",NULL,NULL,"120","1557286721","1557286856","1","1","1556679600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"86","5151",NULL,NULL,"112","1557354383","1557354383","1","1","1557198000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"87","3800",NULL,NULL,"123","1557357221","1557357221","1","1","1557198000",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"88","1900",NULL,NULL,"125","1557439793","1557439793","1","1","1554260400","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"89","200",NULL,NULL,"125","1557439793","1557439793","1","1","1554260400","TARJETA",NULL,NULL,NULL,"0",NULL,NULL,NULL
"90","3400",NULL,NULL,"59","1557440287","1557440287","1","1","1554087600",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"91","6250",NULL,NULL,"126","1557440922","1557440922","1","1","1554087600","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"92","320",NULL,NULL,"44","1557441226","1557441226","1","1","1555383600","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"93","6700",NULL,NULL,"127","1557447109","1557447109","1","1","1555729200","EFECTIVO",NULL,NULL,NULL,"0",NULL,NULL,NULL
"94","3300",NULL,NULL,"78","1557447965","1557447965","1","1","1554778800","TARJETA",NULL,NULL,NULL,"0",NULL,NULL,NULL
"95",NULL,NULL,NULL,"128","1557616209","1557616209","1","1","1557370800",,NULL,NULL,NULL,"0",NULL,NULL,NULL
"96","100.2",NULL,NULL,"163","1566253625","1567031710","4","1","1566183600","OK","1","654321","123456","1","1566961200",NULL,NULL
"97",NULL,NULL,NULL,"170","1571496688","1677586634","6","1",NULL,,"1",,,"1",NULL,NULL,NULL
"98","10000",NULL,NULL,"181","1581090768","1582296035","6","6","1580958000",,"0",,,"0",NULL,NULL,NULL
"99","10000",NULL,NULL,"190","1582295067","1582295067","6","6","1580785200",,"3",,,"0",NULL,NULL,NULL
"100","13000",NULL,NULL,"190","1582295067","1582295067","6","6","1581649200",,"0",,,"0",NULL,NULL,NULL
"101","6200",NULL,NULL,"181","1582296035","1582296035","6","6","1581649200",,"0",,,"0",NULL,NULL,NULL
"102","5000",NULL,NULL,"196","1582379626","1582379626","6","6","1581908400",,"0",,,"0",NULL,NULL,NULL
"103","2400",NULL,NULL,"197","1582380200","1582380200","6","6",NULL,,"1",,"115","0",NULL,NULL,NULL
"104","6000",NULL,NULL,"198","1582381317","1582381317","6","6","1581908400",,"1",,,"0",NULL,NULL,NULL
"105","8100",NULL,NULL,"182","1582381387","1582381387","6","6","1581908400",,"0",,,"0",NULL,NULL,NULL
"106","9000",NULL,NULL,"200","1582381916","1582381916","6","6","1581303600",,"1",,"1080","0",NULL,NULL,NULL
"107","2000",NULL,NULL,"200","1582381916","1582381916","6","6","1581303600",,"0",,,"0",NULL,NULL,NULL
"108","3300",NULL,NULL,"202","1582383115","1582383115","6","6","1581994800",,"0",,,"0",NULL,NULL,NULL
"109","8100",NULL,NULL,"203","1582383581","1582383581","6","6","1582081200",,"1",,"1081","0",NULL,NULL,NULL
"110","21600",NULL,NULL,"180","1582383939","1582383939","6","6","1581390000",,"1",,,"0",NULL,NULL,NULL
"111","5600",NULL,NULL,"204","1582384594","1582384594","6","6","1581649200",,"1",,,"0",NULL,NULL,NULL
"112","18900",NULL,NULL,"205","1582385278","1583269474","6","1","1581908400",,"0",,,"0",NULL,"0",NULL
"113","20000",NULL,NULL,"206","1582385794","1582989995","6","6","1582167600",,"0",,,"0",NULL,"0",NULL
"114","10000",NULL,NULL,"206","1582385794","1582989995","6","6","1580785200",,"0",,,"0",NULL,"0",NULL
"115","18000",NULL,NULL,"206","1582385794","1582989995","6","6","1576724400",,"0",,,"0",NULL,"0",NULL
"116","15000",NULL,NULL,"206","1582385794","1582989995","6","6","1578538800",,"0",,,"0",NULL,"0",NULL
"117","11500",NULL,NULL,"209","1582386879","1584198497","6","1","1582254000",,"0",,,"0",NULL,"0",NULL
"118","7000",NULL,NULL,"210","1582388676","1583764163","6","6","1581735600",,"0",,,"0",NULL,"0",NULL
"119","5400",NULL,NULL,"211","1582388907","1582990578","6","6","1582340400",,"0",,,"0",NULL,"0",NULL
"120","48600",NULL,NULL,"183","1582815063","1582815063","6","6","1581994800",,"1",,"1084","0",NULL,"2",NULL
"121","4180",NULL,NULL,"213","1582816407","1582816407","6","6","1582599600","AEROP","1",,"117","0",NULL,"2",NULL
"122","9000",NULL,NULL,"214","1582818695","1582818695","6","6","1582599600",,"0",,,"0",NULL,"0",NULL
"123","2500",NULL,NULL,"215","1582819724","1582819724","6","6","1582513200",,"0",,,"0",NULL,"0",NULL
"124","6600",NULL,NULL,"216","1582900700","1582900700","6","6","1581908400",,"1",,"1082","0",NULL,"2",NULL
"125","2700",NULL,NULL,"217","1582902774","1582902774","6","6","1582513200",,"0",,,"0",NULL,"0",NULL
"126","8400",NULL,NULL,"218","1582903628","1582903628","6","6","1582254000",,"0",,,"0",NULL,"0",NULL
"127","3960",NULL,NULL,"222","1582990179","1582990179","6","6","1582340400",,"1",,"1085","0",NULL,"2",NULL
"128","5200",NULL,NULL,"223","1582991041","1582991041","6","6","1582686000",,"0",,,"0",NULL,"0",NULL
"129","3000",NULL,NULL,"224","1582991683","1582991683","6","6","1582686000",,"0",,,"0",NULL,"0",NULL
"130","2700",NULL,NULL,"225","1582992661","1582993342","6","6","1582686000",,"0",,,"0",NULL,"0",NULL
"131","40000",NULL,NULL,"227","1583010625","1583011108","1","1","1582858800",,"3","4015",,"0",NULL,"2",NULL
"132","6750",NULL,NULL,"230","1583595660","1584199736","6","6","1583031600",,"1",,"1092","0",NULL,"2",NULL
"133","3900",NULL,NULL,"232","1583596070","1584199638","6","6","1583377200",,"2",,"119","0",NULL,"2",NULL
"134","56800",NULL,NULL,"212","1583596174","1584200015","6","6","1583290800","EFEC+TARJ - TOTAL $ 66600","0",,"1091","0",NULL,"2",NULL
"136",NULL,NULL,NULL,"234","1583596723","1584199712","6","6",NULL,,"0",,"1299","0",NULL,"1",NULL
"137","30250",NULL,NULL,"186","1583597757","1584199924","6","6","1584673200","TRANF+TARJ","3",,"1090","0",NULL,"2",NULL
"138","5000",NULL,NULL,"236","1583598054","1584199605","6","6","1583118000",,"1",,"1291","0",NULL,"1",NULL
"139","2500",NULL,NULL,"237","1583598335","1584197056","6","1","1583290800",,"2",,"118","0",NULL,"2",NULL
"142","27304",NULL,NULL,"243","1583760490","1583760490","6","6",NULL,,"1",,,"0",NULL,"0",NULL
"143","7796",NULL,NULL,"243","1583760490","1583760490","6","6","1582081200",,"0",,,"0",NULL,"0",NULL
"145","15565",NULL,NULL,"210","1583764163","1583764163","6","6","1582513200",,"0",,,"0",NULL,"0",NULL
"146","25200",NULL,NULL,"443","1583764913","1614358892","6","6","1582081200",,"1",,"1117","0",NULL,"2",NULL
"147","8250",NULL,NULL,"219","1583766642","1583942419","6","1","1583204400",,"0",,,"0",NULL,"0",NULL
"148","15500",NULL,NULL,"252","1583854392","1673385936","6","1","1583290800","TIENE APLICADO DESCUENTO X PAGO EFEC","0",,,"0",NULL,"0",NULL
"149","10000",NULL,NULL,"254","1583934153","1584199690","6","6","1583118000",,"1",,"1283","0",NULL,"1",NULL
"150","8800",NULL,NULL,"221","1583935811","1584197130","6","1","1583204400",,"0",,,"0",NULL,"0",NULL
"151","11600",NULL,NULL,"257","1583936429","1584199982","6","6","1585278000",,"0",,,"0",NULL,"0",NULL
"152","4950",NULL,NULL,"220","1583938137","1694530802","6","1","1583031600",,"0",,,"0",NULL,"0",NULL
"153","0",NULL,NULL,"239","1584020136","1584199832","6","6","1583982000",,"0",,"1307","0",NULL,"1",NULL
"154","9619",NULL,NULL,"263","1584024862","1584024862","6","6","1583550000",,"1",,"1300","0",NULL,"1",NULL
"155","2350",NULL,NULL,"264","1584025311","1584199778","6","6","1583722800",,"0",,"1303","0",NULL,"1",NULL
"156","5200",NULL,NULL,"265","1584025708","1584199575","6","6","1583463600",,"1",,"1093","0",NULL,"2",NULL
"157","4650",NULL,NULL,"266","1584026731","1584200066","6","6","1583809200","AEROPUERTO","2",,"120","0",NULL,"2",NULL
"158","2450",NULL,NULL,"267","1584107330","1584199805","6","6","1583895600",,"0",,,"0",NULL,"0",NULL
"159","9600",NULL,NULL,"268","1584113402","1584199482","6","6","1583722800",,"0",,,"0",NULL,"0",NULL
"160","5200",NULL,NULL,"273","1584197926","1584197926","6","6","1584068400",,"0",,,"0",NULL,"0",NULL
"161","5000",NULL,NULL,"275","1584198840","1584369058","6","6","1584154800",,"0",,,"0",NULL,"0",NULL
"164","8000",NULL,NULL,"278","1584368973","1673386002","6","1","1583550000",,"0",,,"0",NULL,"0",NULL
"165","2000",NULL,NULL,"275","1584369058","1584369058","6","6","1584327600",,"0",,,"0",NULL,"0",NULL
"166","7400",NULL,NULL,"290","1603459447","1603461681","6","6","1602903600",,"0",,"1332","0",NULL,"0",NULL
"167","3600",NULL,NULL,"289","1603461416","1603461416","6","6","1603076400",,"0",,,"0",NULL,"0",NULL
"168","11000",NULL,NULL,"293","1604362214","1745428159","1","1","1603940400",,"0",,,"0",NULL,"0",NULL
"169","9300",NULL,NULL,"298","1606741924","1606741924","6","6","1606446000",,"0",,,"0",NULL,"0",NULL
"170","8800",NULL,NULL,"301","1606748841","1607606922","6","6","1606359600",,"1",,"1102","0",NULL,"2",NULL
"171","12000",NULL,NULL,"304","1607524220","1607611347","6","6","1607137200",,"0","12534750778",,"0",NULL,"0",NULL
"172","2400",NULL,NULL,"304","1607524220","1607611347","6","6","1607137200",,"0",,,"0",NULL,"0",NULL
"173","12000",NULL,NULL,"305","1607524701","1607524701","6","6","1606878000","ALQUILA2 2 AUTOS, ESTE Y UN POLO","0",,"1099","0",NULL,"2",NULL
"174","58800",NULL,NULL,"333","1607525926","1625499005","6","6","1618455600",,"0",,"1070","0",NULL,"1",NULL
"175","74900.5",NULL,NULL,"333","1607525926","1625499005","6","6","1618455600",,"0",,"1377","0",NULL,"1",NULL
"176","112500",NULL,NULL,"307","1607527045","1607529105","6","6",NULL,"pago con cheque, debe $10000","0",,,"0",NULL,"0",NULL
"177","15000",NULL,NULL,"297","1607527398","1607527398","6","6","1606964400",,"1",,,"0",NULL,"0",NULL
"178","3400",NULL,NULL,"309","1607527874","1607527900","6","6","1607050800","EFECTUVO CESAR","0",,,"0",NULL,"0",NULL
"179","9300",NULL,NULL,"310","1607528230","1607528904","6","6","1607137200","FIRMADO","0",,,"0",NULL,"0",NULL
"180","6000",NULL,NULL,"311","1607528862","1607528862","6","6","1607223600",,"0",,,"0",NULL,"0",NULL
"181",NULL,NULL,NULL,"296","1607531568","1607531568","6","6",NULL,,"0",,"1343","0",NULL,"1",NULL
"182","8800",NULL,NULL,"241","1607611442","1608554486","6","6","1608433200","CESAR RECIBE, COBRA TARIFA EQUIVOCADA","0",,,"0",NULL,"1",NULL
"183","10800",NULL,NULL,"299","1607611796","1607611796","6","6","1606791600",,"4","12481793414",,"0",NULL,"0",NULL
"184","20000",NULL,NULL,"318","1607695201","1617195806","6","6",NULL,,"3",,,"0",NULL,"0",NULL
"185","16000",NULL,NULL,"318","1607695201","1617195806","6","6",NULL,,"3",,,"0",NULL,"0",NULL
"186","3000",NULL,NULL,"318","1607695201","1617195806","6","6",NULL,,"3",,,"0",NULL,"0",NULL
"187","25000",NULL,NULL,"320","1607700666","1610634979","6","6",NULL,,"4",,"1096","0",NULL,"2",NULL
"188","4100",NULL,NULL,"325","1607777707","1607777707","6","6","1607655600",,"1",,"1436","0",NULL,"1",NULL
"189","15000",NULL,NULL,"313","1607779298","1688390195","6","6","1607655600",,"0",,,"0",NULL,"0",NULL
"190","7400",NULL,NULL,"323","1607953263","1607953263","6","6","1607828400","RECIBE CESAR ","0",,,"0",NULL,"0",NULL
"192","9900",NULL,NULL,"334","1608044803","1608044803","6","6","1607569200",,"0",,,"0",NULL,"0",NULL
"193","3800",NULL,NULL,"335","1608045564","1608045564","6","6","1607914800","CESAR","0",,,"0",NULL,"0",NULL
"194","25200",NULL,NULL,"338","1608219727","1608386834","6","6","1607914800","LUCAS, FIRMADO X CESAR","0",,,"0",NULL,"0",NULL
"195","3800",NULL,NULL,"339","1608220094","1608220094","6","6","1608001200","CESAR","0",,,"0",NULL,"0",NULL
"196","10000",NULL,NULL,"336","1608303085","1610811477","6","6","1608260400","RECIBE LUCAS, FIRMA CESAR","0",,,"0",NULL,"0",NULL
"197","6600",NULL,NULL,"351","1608650948","1608997139","6","6","1608606000","EFEC+TARJ","0",,,"0",NULL,"0",NULL
"198","18000",NULL,NULL,"315","1608997385","1630619608","6","1","1607050800","CESAR","0",,,"0",NULL,"0",NULL
"199","39000",NULL,NULL,"315","1608997385","1630619608","6","1","1608951600",,"1",,"1110","0",NULL,"2",NULL
"200","3700",NULL,NULL,"358","1609251904","1609421417","6","6","1609124400",,"0",,"1349","0",NULL,"1",NULL
"201","3700",NULL,NULL,"358","1609421417","1609421417","6","6","1609297200",,"0",,,"0",NULL,"0",NULL
"202","17500",NULL,NULL,"355","1609421608","1609421608","6","6","1609124400",,"0",,,"0",NULL,"0",NULL
"203","28000",NULL,NULL,"353","1609421668","1609947578","6","6","1609210800",,"1",,"1111","0",NULL,"2",NULL
"204","3700",NULL,NULL,"330","1609421803","1609421803","6","6","1608692400",,"0",,,"0",NULL,"0",NULL
"205","6800",NULL,NULL,"354","1609422264","1609422264","6","6","1608951600",,"0",,,"0",NULL,"0",NULL
"206","7000",NULL,NULL,"356","1609769150","1609769150","6","6","1609383600",,"0",,,"0",NULL,"0",NULL
"207","6600",NULL,NULL,"364","1609769280","1671866447","6","6","1609383600",,"0",,,"0",NULL,"0",NULL
"208","14000",NULL,NULL,"361","1609945472","1609945472","6","6","1609383600",,"0",,,"0",NULL,"0",NULL
"209","3900",NULL,NULL,"369","1609946097","1609948001","6","6","1609210800",,"0",,"1112","0",NULL,"2",NULL
"210","11400",NULL,NULL,"328","1609946841","1609946841","6","6","1609815600",,"0",,,"0",NULL,"0",NULL
"211","7000",NULL,NULL,"370","1609948250","1609948250","6","6","1609729200",,"0",,,"0",NULL,"0",NULL
"212","17500",NULL,NULL,"326","1609948475","1609948475","6","6","1609729200",,"0",,,"0",NULL,"0",NULL
"213","4500",NULL,NULL,"371","1610023671","1619796042","6","6","1609815600",,"0",,,"0",NULL,"0",NULL
"214","3300",NULL,NULL,"368","1610023810","1610023810","6","6","1609815600",,"1",,,"0",NULL,"0",NULL
"215","24200",NULL,NULL,"336","1610024290","1610811477","6","6","1609902000",,"0",,,"0",NULL,"0",NULL
"216","7400",NULL,NULL,"367","1610196618","1610196618","6","6","1610161200",,"0",,,"0",NULL,"0",NULL
"217","3500",NULL,NULL,"342","1610197294","1610376898","6","6","1610161200",,"0",,,"0",NULL,"0",NULL
"218","14000",NULL,NULL,"375","1610373235","1610373235","6","6","1610161200",,"0",,,"0",NULL,"0",NULL
"219","31000",NULL,NULL,"376","1610376702","1619795738","6","6","1610334000","CESAR","0",,,"0",NULL,"0",NULL
"220","3920",NULL,NULL,"342","1610376898","1610376898","6","6","1610334000",,"1",,,"0",NULL,"0",NULL
"221","50000",NULL,NULL,"321","1610377166","1610377166","6","6","1608606000",,"0",,,"0",NULL,"0",NULL
"222","5800",NULL,NULL,"321","1610377166","1610377166","6","6","1610334000",,"0",,,"0",NULL,"0",NULL
"223","3600",NULL,NULL,"377","1610377561","1610634521","6","6","1610334000","ROMI","0",,,"0",NULL,"0",NULL
"224","30000",NULL,NULL,"319","1610633128","1611183264","6","5","1610420400","MERCADOPAGO","4",,,"0",NULL,"0",NULL
"225","5500",NULL,NULL,"383","1610634320","1610971820","6","5","1610506800",,"0",,,"0",NULL,"0",NULL
"226","6050",NULL,NULL,"383","1610634320","1610971820","6","5","1610593200",,"0",,,"0",NULL,"0",NULL
"227","1800",NULL,NULL,"377","1610634521","1610634521","6","6","1610420400","CESAR","0",,,"0",NULL,"0",NULL
"228","7000",NULL,NULL,"381","1610801682","1619795258","5","6","1610593200",,"0",,"1355","0",NULL,"0",NULL
"229","34800",NULL,NULL,"340","1610916387","1610916497","1","1","1610852400",,"1","9692604",,"0",NULL,"2",NULL
"230","2000",NULL,NULL,"378","1610971480","1610971480","5","5","1610766000",,"1",,,"0",NULL,"0",NULL
"231","8500",NULL,NULL,"378","1610971480","1610971480","5","5","1610766000",,"0",,,"0",NULL,"0",NULL
"232","33000",NULL,NULL,"373","1610983081","1612803940","5","1","1609988400","efec+transf","3",,"1354","0",NULL,"0",NULL
"234","82000",NULL,NULL,"373","1610983081","1612803940","5","1","1610938800",,"3",,"1358","0",NULL,"0",NULL
"235","7400",NULL,NULL,"382","1611002316","1611002316","5","5","1610766000","firma Cesar","0",,,"0",NULL,"0",NULL
"236","46800",NULL,NULL,"391","1611006962","1619787236","5","6",NULL,"PAGO A LETICIA","0",,,"0",NULL,"0",NULL
"237","6400",NULL,NULL,"387","1611181677","1619795090","5","6","1611111600","CESAR FIRMO","0",,"1360","0",NULL,"0",NULL
"238","10200",NULL,NULL,"384","1611183046","1619795187","5","6","1611111600","LUCAS","2",,"1361","0",NULL,"0",NULL
"239","3700",NULL,NULL,"395","1611324541","1619790181","5","6","1611284400","CASAR","0",,,"0",NULL,"0",NULL
"240","19800",NULL,NULL,"400","1611582341","1612792161","7","1","1611543600",,"2",,,"0",NULL,"0",NULL
"241","7500",NULL,NULL,"408","1611582511","1611582511","7","7","1611543600",,"0",,,"0",NULL,"0",NULL
"242","5100",NULL,NULL,"409","1611582695","1611582695","7","7","1611543600",,"0",,,"0",NULL,"0",NULL
"243","3000",NULL,NULL,"418","1611583343","1630164048","7","6","1610852400",,"0",,,"0",NULL,"0",NULL
"244","19800",NULL,NULL,"398","1611583484","1611930622","7","6","1611284400",,"1",,,"0",NULL,"0",NULL
"245","3700",NULL,NULL,"406","1611583574","1611583574","7","7","1611370800",,"0",,,"0",NULL,"0",NULL
"247","7400",NULL,NULL,"403","1611929964","1611929964","6","6","1611630000",,"0",,"1365","0",NULL,"1",NULL
"248","9000",NULL,NULL,"415","1612193160","1619786519","6","6","1612148400",,"0",,,"0",NULL,"0",NULL
"249","3400",NULL,NULL,"419","1612359047","1612792741","6","1","1612234800",,"0",,,"0",NULL,"0",NULL
"250","19000",NULL,NULL,"332","1612359370","1612792782","6","1","1612234800",,"0",,,"0",NULL,"0",NULL
"251","16000",NULL,NULL,"411","1612359476","1612792696","6","1","1612148400",,"3",,,"0",NULL,"0",NULL
"252","3000",NULL,NULL,"389","1612359626","1612792026","6","1","1610852400",,"0",,,"0",NULL,"0",NULL
"253","40700",NULL,NULL,"389","1612359626","1612792026","6","1","1612148400",,"3",,,"0",NULL,"0",NULL
"254","7000",NULL,NULL,"413","1612360169","1613048640","6","6","1611889200","LETICIA","0",,,"0",NULL,"0",NULL
"255","9875",NULL,NULL,"407","1612360381","1612360381","6","6","1611370800","LUCAS","0",,,"0",NULL,"0",NULL
"256","12956",NULL,NULL,"402","1612363117","1618406036","6","6","1618023600","transfirió $13000.-","3",,"1368","0",NULL,"1",NULL
"257","34300",NULL,NULL,"373","1612548597","1612803940","1","1","1612321200",,"0",,"1374","0",NULL,"1",NULL
"258","7800",NULL,NULL,"392","1612623929","1612623929","1","1","1611284400",,"1",,,"0",NULL,"0",NULL
"259","13200",NULL,NULL,"421","1612625714","1612791463","1","1","1612321200","CESAR","0",,,"0",NULL,"0",NULL
"260","10200",NULL,NULL,"417","1612625800","1612790251","1","1","1612407600",,"0",,,"0",NULL,"0",NULL
"261","5850",NULL,NULL,"429","1612626288","1612972571","1","1","1612580400",,"0",,,"0",NULL,"0",NULL
"262","800",NULL,NULL,"429","1612626288","1612972571","1","1","1612580400",,"0",,,"0",NULL,"0",NULL
"263","10500",NULL,NULL,"433","1612789578","1613048474","1","6","1612580400",,"1",,,"0",NULL,"0",NULL
"264","30000",NULL,NULL,"430","1612790107","1613833269","1","6","1612666800",,"0",,,"0",NULL,"0",NULL
"265","3400",NULL,NULL,"417","1612790251","1612790251","1","1","1612753200",,"0",,,"0",NULL,"0",NULL
"266","30000",NULL,NULL,"396","1612791741","1612791741","1","1","1612494000",,"0",,,"0",NULL,"0",NULL
"267","8000",NULL,NULL,"424","1612791909","1612791909","1","1","1612580400",,"0",,,"0",NULL,"0",NULL
"268","1700",NULL,NULL,"419","1612792555","1612792741","1","1","1612321200",,"0",,,"0",NULL,"0",NULL
"269","21000",NULL,NULL,"412","1612798064","1612798064","1","1","1612666800",,"0",,,"0",NULL,"0",NULL
"270","21200",NULL,NULL,"373","1612800975","1612803940","1","1","1612753200",,"0",,"1374","0",NULL,"1",NULL
"271","14000",NULL,NULL,"441","1612803970","1619788541","1","6","1612753200",,"3",,"1375","0",NULL,"1",NULL
"272","5000",NULL,NULL,"438","1612882887","1613047813","1","6","1612753200","LETICIA","0",,,"0",NULL,"0",NULL
"273","21000",NULL,NULL,"422","1612882987","1619786004","1","6","1612580400","LETICIA","0",,,"0",NULL,"0",NULL
"274","49400",NULL,NULL,"393","1612887689","1614259543","1","6","1612839600","ROMINA","0",,,"0",NULL,"0",NULL
"275","2300",NULL,NULL,"436","1612972542","1613047903","1","6","1612926000",,"0",,,"0",NULL,"0",NULL
"276","350",NULL,NULL,"429","1612972571","1612972571","1","1","1612926000",,"0",,,"0",NULL,"0",NULL
"277","2900",NULL,NULL,"438","1613047813","1613047813","6","6","1612926000","LETICIA","0",,,"0",NULL,"0",NULL
"278","3300",NULL,NULL,"434","1613048067","1613051023","6","6","1612926000",,"1",,"1376","0",NULL,"1",NULL
"279","3500",NULL,NULL,"433","1613048474","1613048474","6","6","1612926000",,"1",,,"0",NULL,"0",NULL
"280","23500",NULL,NULL,"435","1613143587","1614358931","6","6","1613012400",,"1",,"1117","0",NULL,"2",NULL
"281","10500",NULL,NULL,"439","1613143684","1613143684","6","6","1612839600","leticia","0",,,"0",NULL,"0",NULL
